Member_number,Date,itemDescription,Day,Day_Name,Month,Is_Weekend
3897,2015-05-31,hamburger meat,Sunday,Sunday,May,True
1799,2015-09-27,shopping bags,Sunday,Sunday,September,True
2920,2015-04-26,whole milk,Sunday,Sunday,April,True
3713,2015-01-31,ice cream,Saturday,Saturday,January,True
4230,2015-11-05,pastry,Thursday,Thursday,November,False
1455,2015-03-18,ham,Wednesday,Wednesday,March,False
3687,2015-03-18,frankfurter,Wednesday,Wednesday,March,False
3869,2015-08-01,sausage,Saturday,Saturday,August,True
2988,2015-10-14,bottled beer,Wednesday,Wednesday,October,False
4242,2015-03-30,bottled water,Monday,Monday,March,False
4118,2015-12-24,meat,Thursday,Thursday,December,False
4996,2015-10-24,dessert,Saturday,Saturday,October,True
4489,2015-03-04,other vegetables,Wednesday,Wednesday,March,False
1199,2015-11-09,beverages,Monday,Monday,November,False
4108,2015-05-12,ham,Tuesday,Tuesday,May,False
3484,2015-06-05,specialty bar,Friday,Friday,June,False
1239,2015-08-31,brown bread,Monday,Monday,August,False
4839,2015-12-19,whole milk,Saturday,Saturday,December,True
4748,2015-05-07,rolls/buns,Thursday,Thursday,May,False
4426,2015-06-06,bottled beer,Saturday,Saturday,June,True
3571,2015-12-11,pet care,Friday,Friday,December,False
2852,2015-06-08,citrus fruit,Monday,Monday,June,False
3638,2015-05-26,pork,Tuesday,Tuesday,May,False
3635,2015-03-10,other vegetables,Tuesday,Tuesday,March,False
2723,2015-05-07,white wine,Thursday,Thursday,May,False
3495,2015-03-11,whole milk,Wednesday,Wednesday,March,False
2813,2015-11-16,pip fruit,Monday,Monday,November,False
2799,2015-09-02,sugar,Wednesday,Wednesday,September,False
4723,2015-05-22,tropical fruit,Friday,Friday,May,False
3313,2015-04-08,root vegetables,Wednesday,Wednesday,April,False
4748,2015-12-15,soda,Tuesday,Tuesday,December,False
2991,2015-02-16,whole milk,Monday,Monday,February,False
1483,2015-04-01,tropical fruit,Wednesday,Wednesday,April,False
3950,2015-10-01,white bread,Thursday,Thursday,October,False
1634,2015-01-16,brown bread,Friday,Friday,January,False
2694,2015-11-21,tropical fruit,Saturday,Saturday,November,True
2707,2015-10-18,domestic eggs,Sunday,Sunday,October,True
2813,2015-07-16,coffee,Thursday,Thursday,July,False
2276,2015-01-11,soda,Sunday,Sunday,January,True
4726,2015-02-06,whole milk,Friday,Friday,February,False
4353,2015-05-25,bottled beer,Monday,Monday,May,False
4017,2015-08-13,pork,Thursday,Thursday,August,False
1422,2015-08-21,other vegetables,Friday,Friday,August,False
2714,2015-03-15,yogurt,Sunday,Sunday,March,True
2769,2015-07-21,sparkling wine,Tuesday,Tuesday,July,False
4166,2015-04-30,bottled water,Thursday,Thursday,April,False
3614,2015-03-02,citrus fruit,Monday,Monday,March,False
4361,2015-09-05,hamburger meat,Saturday,Saturday,September,True
1922,2015-09-22,packaged fruit/vegetables,Tuesday,Tuesday,September,False
4728,2015-09-06,other vegetables,Sunday,Sunday,September,True
3646,2015-08-08,soda,Saturday,Saturday,August,True
1155,2015-08-10,whole milk,Monday,Monday,August,False
2119,2015-06-11,herbs,Thursday,Thursday,June,False
1602,2015-08-29,citrus fruit,Saturday,Saturday,August,True
1074,2015-06-24,misc. beverages,Wednesday,Wednesday,June,False
2256,2015-04-11,female sanitary products,Saturday,Saturday,April,True
1348,2015-09-17,soda,Thursday,Thursday,September,False
3806,2015-08-28,tropical fruit,Friday,Friday,August,False
1711,2015-06-06,soda,Saturday,Saturday,June,True
3959,2015-04-12,white bread,Sunday,Sunday,April,True
1590,2015-08-15,coffee,Saturday,Saturday,August,True
1962,2015-06-08,tropical fruit,Monday,Monday,June,False
1766,2015-01-21,pork,Wednesday,Wednesday,January,False
2551,2015-10-21,citrus fruit,Wednesday,Wednesday,October,False
2294,2015-09-23,frankfurter,Wednesday,Wednesday,September,False
4531,2015-05-29,frankfurter,Friday,Friday,May,False
2957,2015-04-12,frankfurter,Sunday,Sunday,April,True
4415,2015-01-27,other vegetables,Tuesday,Tuesday,January,False
1476,2015-08-26,yogurt,Wednesday,Wednesday,August,False
3978,2015-07-23,sausage,Thursday,Thursday,July,False
2062,2015-09-22,whole milk,Tuesday,Tuesday,September,False
3252,2015-06-28,pip fruit,Sunday,Sunday,June,True
3922,2015-06-24,whole milk,Wednesday,Wednesday,June,False
1491,2015-10-17,root vegetables,Saturday,Saturday,October,True
3526,2015-08-26,onions,Wednesday,Wednesday,August,False
4060,2015-12-11,specialty chocolate,Friday,Friday,December,False
1067,2015-04-08,hamburger meat,Wednesday,Wednesday,April,False
2840,2015-01-27,photo/film,Tuesday,Tuesday,January,False
4484,2015-11-27,rolls/buns,Friday,Friday,November,False
2353,2015-02-07,canned beer,Saturday,Saturday,February,True
3130,2015-02-18,canned beer,Wednesday,Wednesday,February,False
4273,2015-06-14,other vegetables,Sunday,Sunday,June,True
4565,2015-12-30,canned beer,Wednesday,Wednesday,December,False
2504,2015-08-14,curd,Friday,Friday,August,False
4127,2015-10-23,butter,Friday,Friday,October,False
2690,2015-04-01,other vegetables,Wednesday,Wednesday,April,False
4129,2015-09-22,whole milk,Tuesday,Tuesday,September,False
4511,2015-06-29,beef,Monday,Monday,June,False
1602,2015-08-04,sausage,Tuesday,Tuesday,August,False
4369,2015-02-01,soda,Sunday,Sunday,February,True
1302,2015-09-29,fruit/vegetable juice,Tuesday,Tuesday,September,False
3326,2015-04-30,rolls/buns,Thursday,Thursday,April,False
2066,2015-05-21,pip fruit,Thursday,Thursday,May,False
3483,2015-01-15,frozen vegetables,Thursday,Thursday,January,False
2840,2015-02-12,beverages,Thursday,Thursday,February,False
1807,2015-05-18,hamburger meat,Monday,Monday,May,False
2067,2015-08-12,root vegetables,Wednesday,Wednesday,August,False
3783,2015-02-17,canned beer,Tuesday,Tuesday,February,False
2884,2015-01-04,frozen vegetables,Sunday,Sunday,January,True
2908,2015-03-15,canned beer,Sunday,Sunday,March,True
1330,2015-07-10,newspapers,Friday,Friday,July,False
2293,2015-05-08,rolls/buns,Friday,Friday,May,False
3718,2015-05-20,hamburger meat,Wednesday,Wednesday,May,False
4338,2015-01-25,pip fruit,Sunday,Sunday,January,True
3486,2015-11-08,canned beer,Sunday,Sunday,November,True
3635,2015-09-04,grapes,Friday,Friday,September,False
2857,2015-02-18,root vegetables,Wednesday,Wednesday,February,False
3684,2015-08-13,citrus fruit,Thursday,Thursday,August,False
3120,2015-10-20,cling film/bags,Tuesday,Tuesday,October,False
3872,2015-03-19,frankfurter,Thursday,Thursday,March,False
2777,2015-04-07,whole milk,Tuesday,Tuesday,April,False
2702,2015-05-27,pork,Wednesday,Wednesday,May,False
4796,2015-06-29,chicken,Monday,Monday,June,False
1564,2015-10-23,sausage,Friday,Friday,October,False
2740,2015-07-02,specialty bar,Thursday,Thursday,July,False
1833,2015-04-13,whipped/sour cream,Monday,Monday,April,False
1757,2015-12-23,root vegetables,Wednesday,Wednesday,December,False
2975,2015-10-24,rolls/buns,Saturday,Saturday,October,True
4032,2015-08-10,other vegetables,Monday,Monday,August,False
3979,2015-09-16,citrus fruit,Wednesday,Wednesday,September,False
3772,2015-03-09,whole milk,Monday,Monday,March,False
4523,2015-10-28,frankfurter,Wednesday,Wednesday,October,False
4004,2015-04-19,coffee,Sunday,Sunday,April,True
2936,2015-06-08,ham,Monday,Monday,June,False
2394,2015-06-21,canned beer,Sunday,Sunday,June,True
4616,2015-08-16,canned beer,Sunday,Sunday,August,True
2362,2015-07-08,canned beer,Wednesday,Wednesday,July,False
3593,2015-11-03,pip fruit,Tuesday,Tuesday,November,False
4389,2015-08-27,pork,Thursday,Thursday,August,False
3206,2015-08-11,soap,Tuesday,Tuesday,August,False
4601,2015-01-04,pip fruit,Sunday,Sunday,January,True
4382,2015-11-13,beef,Friday,Friday,November,False
2718,2015-06-08,sausage,Monday,Monday,June,False
4691,2015-10-12,frozen chicken,Monday,Monday,October,False
3735,2015-11-28,soda,Saturday,Saturday,November,True
3900,2015-12-20,tropical fruit,Sunday,Sunday,December,True
4959,2015-06-30,other vegetables,Tuesday,Tuesday,June,False
1815,2015-08-30,beef,Sunday,Sunday,August,True
2454,2015-04-08,meat,Wednesday,Wednesday,April,False
4778,2015-01-15,meat,Thursday,Thursday,January,False
2289,2015-11-04,bottled water,Wednesday,Wednesday,November,False
1734,2015-07-13,rolls/buns,Monday,Monday,July,False
4019,2015-02-05,pastry,Thursday,Thursday,February,False
4605,2015-05-28,pork,Thursday,Thursday,May,False
4864,2015-11-14,pip fruit,Saturday,Saturday,November,True
4205,2015-02-22,beef,Sunday,Sunday,February,True
1862,2015-08-03,beef,Monday,Monday,August,False
1846,2015-07-19,rolls/buns,Sunday,Sunday,July,True
2019,2015-05-28,citrus fruit,Thursday,Thursday,May,False
2042,2015-11-19,meat,Thursday,Thursday,November,False
1768,2015-05-26,beverages,Tuesday,Tuesday,May,False
3847,2015-03-26,beef,Thursday,Thursday,March,False
3557,2015-07-20,ham,Monday,Monday,July,False
3975,2015-02-27,hamburger meat,Friday,Friday,February,False
4198,2015-03-18,beef,Wednesday,Wednesday,March,False
2580,2015-09-04,beef,Friday,Friday,September,False
3474,2015-08-25,root vegetables,Tuesday,Tuesday,August,False
1678,2015-11-14,citrus fruit,Saturday,Saturday,November,True
4254,2015-08-14,yogurt,Friday,Friday,August,False
4704,2015-08-21,tropical fruit,Friday,Friday,August,False
3343,2015-05-10,frankfurter,Sunday,Sunday,May,True
3812,2015-06-24,beef,Wednesday,Wednesday,June,False
3093,2015-03-13,shopping bags,Friday,Friday,March,False
2170,2015-06-18,canned beer,Thursday,Thursday,June,False
4867,2015-10-29,rolls/buns,Thursday,Thursday,October,False
3899,2015-03-23,other vegetables,Monday,Monday,March,False
2941,2015-10-03,hamburger meat,Saturday,Saturday,October,True
1958,2015-07-03,hamburger meat,Friday,Friday,July,False
2760,2015-08-08,frankfurter,Saturday,Saturday,August,True
4413,2015-08-03,bottled beer,Monday,Monday,August,False
1737,2015-05-15,tropical fruit,Friday,Friday,May,False
4202,2015-02-18,soda,Wednesday,Wednesday,February,False
1065,2015-11-13,frankfurter,Friday,Friday,November,False
3819,2015-06-28,chicken,Sunday,Sunday,June,True
2854,2015-02-08,coffee,Sunday,Sunday,February,True
4387,2015-09-16,whole milk,Wednesday,Wednesday,September,False
4530,2015-04-12,margarine,Sunday,Sunday,April,True
4191,2015-11-03,tropical fruit,Tuesday,Tuesday,November,False
3102,2015-12-04,meat,Friday,Friday,December,False
1946,2015-01-25,cream cheese ,Sunday,Sunday,January,True
2156,2015-05-15,newspapers,Friday,Friday,May,False
1444,2015-12-16,rolls/buns,Wednesday,Wednesday,December,False
1699,2015-05-14,citrus fruit,Thursday,Thursday,May,False
4954,2015-05-04,whole milk,Monday,Monday,May,False
2207,2015-04-08,frankfurter,Wednesday,Wednesday,April,False
4826,2015-01-28,ham,Wednesday,Wednesday,January,False
2374,2015-06-08,frankfurter,Monday,Monday,June,False
1604,2015-08-18,sausage,Tuesday,Tuesday,August,False
4437,2015-11-29,domestic eggs,Sunday,Sunday,November,True
2319,2015-05-10,whole milk,Sunday,Sunday,May,True
3018,2015-06-27,rolls/buns,Saturday,Saturday,June,True
1195,2015-09-28,whole milk,Monday,Monday,September,False
1768,2015-09-04,sausage,Friday,Friday,September,False
3017,2015-09-28,curd,Monday,Monday,September,False
3384,2015-11-29,bottled water,Sunday,Sunday,November,True
1918,2015-01-30,beef,Friday,Friday,January,False
2524,2015-10-17,frankfurter,Saturday,Saturday,October,True
2798,2015-06-17,chicken,Wednesday,Wednesday,June,False
2096,2015-01-25,sausage,Sunday,Sunday,January,True
1489,2015-03-13,pork,Friday,Friday,March,False
1431,2015-07-20,yogurt,Monday,Monday,July,False
2747,2015-07-05,whole milk,Sunday,Sunday,July,True
3054,2015-03-22,frankfurter,Sunday,Sunday,March,True
2691,2015-10-09,beef,Friday,Friday,October,False
1752,2015-04-19,pip fruit,Sunday,Sunday,April,True
3027,2015-09-15,sausage,Tuesday,Tuesday,September,False
4452,2015-06-17,pastry,Wednesday,Wednesday,June,False
4129,2015-08-13,chicken,Thursday,Thursday,August,False
3523,2015-11-09,root vegetables,Monday,Monday,November,False
2128,2015-02-11,whole milk,Wednesday,Wednesday,February,False
4867,2015-02-03,detergent,Tuesday,Tuesday,February,False
4762,2015-10-30,rolls/buns,Friday,Friday,October,False
1632,2015-05-29,house keeping products,Friday,Friday,May,False
4018,2015-11-17,yogurt,Tuesday,Tuesday,November,False
1722,2015-07-13,tropical fruit,Monday,Monday,July,False
1438,2015-10-19,tropical fruit,Monday,Monday,October,False
3958,2015-10-27,curd,Tuesday,Tuesday,October,False
3292,2015-09-13,beef,Sunday,Sunday,September,True
2861,2015-02-23,whole milk,Monday,Monday,February,False
1757,2015-02-24,pork,Tuesday,Tuesday,February,False
1509,2015-12-30,other vegetables,Wednesday,Wednesday,December,False
2364,2015-05-11,rolls/buns,Monday,Monday,May,False
3084,2015-10-26,frankfurter,Monday,Monday,October,False
1850,2015-02-17,yogurt,Tuesday,Tuesday,February,False
1949,2015-03-17,whole milk,Tuesday,Tuesday,March,False
4740,2015-10-02,bottled water,Friday,Friday,October,False
1072,2015-10-23,frankfurter,Friday,Friday,October,False
4196,2015-07-09,rolls/buns,Thursday,Thursday,July,False
4814,2015-09-13,whole milk,Sunday,Sunday,September,True
1514,2015-02-28,rolls/buns,Saturday,Saturday,February,True
4584,2015-10-25,chicken,Sunday,Sunday,October,True
2751,2015-02-03,tropical fruit,Tuesday,Tuesday,February,False
4155,2015-09-24,sausage,Thursday,Thursday,September,False
4670,2015-10-11,sausage,Sunday,Sunday,October,True
4566,2015-07-27,frankfurter,Monday,Monday,July,False
2371,2015-08-30,UHT-milk,Sunday,Sunday,August,True
3442,2015-11-14,rolls/buns,Saturday,Saturday,November,True
3090,2015-09-27,canned beer,Sunday,Sunday,September,True
1457,2015-01-09,yogurt,Friday,Friday,January,False
4952,2015-04-08,whipped/sour cream,Wednesday,Wednesday,April,False
3165,2015-01-11,rolls/buns,Sunday,Sunday,January,True
2608,2015-09-19,rolls/buns,Saturday,Saturday,September,True
2040,2015-10-07,beverages,Wednesday,Wednesday,October,False
1327,2015-08-09,rolls/buns,Sunday,Sunday,August,True
3363,2015-01-07,rolls/buns,Wednesday,Wednesday,January,False
1731,2015-09-09,bottled beer,Wednesday,Wednesday,September,False
2760,2015-08-02,citrus fruit,Sunday,Sunday,August,True
3120,2015-01-14,bottled water,Wednesday,Wednesday,January,False
1332,2015-04-30,pastry,Thursday,Thursday,April,False
4530,2015-09-12,domestic eggs,Saturday,Saturday,September,True
3145,2015-02-23,beef,Monday,Monday,February,False
1099,2015-08-13,spread cheese,Thursday,Thursday,August,False
3188,2015-12-06,tropical fruit,Sunday,Sunday,December,True
3748,2015-10-13,packaged fruit/vegetables,Tuesday,Tuesday,October,False
4655,2015-03-31,whole milk,Tuesday,Tuesday,March,False
1827,2015-05-01,meat,Friday,Friday,May,False
2485,2015-02-17,onions,Tuesday,Tuesday,February,False
4683,2015-01-15,frankfurter,Thursday,Thursday,January,False
4358,2015-11-06,beef,Friday,Friday,November,False
1931,2015-10-09,beef,Friday,Friday,October,False
2490,2015-12-18,sausage,Friday,Friday,December,False
4842,2015-12-08,chicken,Tuesday,Tuesday,December,False
4616,2015-01-01,canned beer,Thursday,Thursday,January,False
2810,2015-09-22,sausage,Tuesday,Tuesday,September,False
2785,2015-10-18,tropical fruit,Sunday,Sunday,October,True
3591,2015-07-20,frankfurter,Monday,Monday,July,False
3896,2015-09-10,sausage,Thursday,Thursday,September,False
3842,2015-07-01,beef,Wednesday,Wednesday,July,False
2648,2015-07-10,tropical fruit,Friday,Friday,July,False
4688,2015-10-02,yogurt,Friday,Friday,October,False
3511,2015-08-26,frankfurter,Wednesday,Wednesday,August,False
3084,2015-09-04,bottled beer,Friday,Friday,September,False
3810,2015-05-07,grapes,Thursday,Thursday,May,False
4348,2015-02-26,beverages,Thursday,Thursday,February,False
3584,2015-03-10,curd,Tuesday,Tuesday,March,False
2620,2015-06-11,ice cream,Thursday,Thursday,June,False
2716,2015-01-18,sausage,Sunday,Sunday,January,True
3797,2015-08-10,other vegetables,Monday,Monday,August,False
2976,2015-06-02,dessert,Tuesday,Tuesday,June,False
2762,2015-11-07,decalcifier,Saturday,Saturday,November,True
3752,2015-04-25,canned beer,Saturday,Saturday,April,True
1659,2015-11-30,coffee,Monday,Monday,November,False
4109,2015-02-08,berries,Sunday,Sunday,February,True
1542,2015-08-07,pork,Friday,Friday,August,False
2068,2015-06-07,frankfurter,Sunday,Sunday,June,True
4509,2015-06-14,pork,Sunday,Sunday,June,True
4646,2015-06-14,frankfurter,Sunday,Sunday,June,True
2122,2015-04-07,frozen dessert,Tuesday,Tuesday,April,False
2730,2015-06-15,chicken,Monday,Monday,June,False
1800,2015-07-31,vinegar,Friday,Friday,July,False
1456,2015-09-18,rolls/buns,Friday,Friday,September,False
1138,2015-09-02,whole milk,Wednesday,Wednesday,September,False
4104,2015-06-12,pork,Friday,Friday,June,False
4985,2015-02-28,rolls/buns,Saturday,Saturday,February,True
3181,2015-12-13,grapes,Sunday,Sunday,December,True
3178,2015-10-21,frankfurter,Wednesday,Wednesday,October,False
1688,2015-11-10,finished products,Tuesday,Tuesday,November,False
1488,2015-11-28,onions,Saturday,Saturday,November,True
4975,2015-05-08,tropical fruit,Friday,Friday,May,False
4697,2015-01-09,other vegetables,Friday,Friday,January,False
4742,2015-01-11,ham,Sunday,Sunday,January,True
2640,2015-04-22,other vegetables,Wednesday,Wednesday,April,False
2548,2015-12-25,curd,Friday,Friday,December,False
2825,2015-12-29,sausage,Tuesday,Tuesday,December,False
2592,2015-07-04,canned beer,Saturday,Saturday,July,True
3622,2015-12-28,ham,Monday,Monday,December,False
4852,2015-08-21,packaged fruit/vegetables,Friday,Friday,August,False
1839,2015-09-03,meat,Thursday,Thursday,September,False
2413,2015-04-04,whole milk,Saturday,Saturday,April,True
2982,2015-06-14,canned beer,Sunday,Sunday,June,True
1981,2015-10-31,chicken,Saturday,Saturday,October,True
4440,2015-09-21,rolls/buns,Monday,Monday,September,False
3497,2015-11-24,pet care,Tuesday,Tuesday,November,False
3668,2015-12-18,root vegetables,Friday,Friday,December,False
4460,2015-05-28,pastry,Thursday,Thursday,May,False
1335,2015-01-16,frankfurter,Friday,Friday,January,False
4303,2015-12-07,chicken,Monday,Monday,December,False
3508,2015-02-28,frozen dessert,Saturday,Saturday,February,True
1959,2015-03-19,citrus fruit,Thursday,Thursday,March,False
3856,2015-03-06,sausage,Friday,Friday,March,False
3141,2015-07-29,root vegetables,Wednesday,Wednesday,July,False
4640,2015-09-25,root vegetables,Friday,Friday,September,False
4851,2015-05-25,bottled beer,Monday,Monday,May,False
3306,2015-09-22,frankfurter,Tuesday,Tuesday,September,False
2193,2015-04-08,root vegetables,Wednesday,Wednesday,April,False
1156,2015-09-13,berries,Sunday,Sunday,September,True
4596,2015-04-08,hamburger meat,Wednesday,Wednesday,April,False
